test_case,faulty,test_code
"org.apache.commons.math.util.DefaultTransformerTest.testTransformObject",0,"/** */public void testTransformObject(){Boolean input=Boolean.TRUE;DefaultTransformer t=new DefaultTransformer();try {t.transform(input);fail(""Expecting MathException"");}catch(MathException e){}}"
"org.apache.commons.math.stat.descriptive.moment.StandardDeviationTest.testNaN",0,"/** * Make sure Double.NaN is returned iff n = 0*/public void testNaN(){StandardDeviation std=new StandardDeviation();assertTrue(Double.isNaN(std.getResult()));std.increment(1d);assertEquals(0d,std.getResult(),0);}"
"org.apache.commons.math.stat.descriptive.moment.StandardDeviationTest.testPopulation",0,"/** * Test population version of variance*/public void testPopulation(){double[]values={-1.0d,3.1d,4.0d,-2.1d,22d,11.7d,3d,14d};double sigma=populationStandardDeviation(values);SecondMoment m=new SecondMoment();m.evaluate(values);StandardDeviation s1=new StandardDeviation();s1.setBiasCorrected(false);assertEquals(sigma,s1.evaluate(values),1E-14);s1.incrementAll(values);assertEquals(sigma,s1.getResult(),1E-14);s1=new StandardDeviation(false,m);assertEquals(sigma,s1.getResult(),1E-14);s1=new StandardDeviation(false);assertEquals(sigma,s1.evaluate(values),1E-14);s1.incrementAll(values);assertEquals(sigma,s1.getResult(),1E-14);}"
"org.apache.commons.math.transform.FastFourierTransformerTest.testAdHocData",0,"/** * Test of transformer for the ad hoc data taken from Mathematica.*/public void testAdHocData()throws MathException {FastFourierTransformer transformer=new FastFourierTransformer();Complex result[];double tolerance=1E-12;double x[]={1.3,2.4,1.7,4.1,2.9,1.7,5.1,2.7};Complex y[]={new Complex(21.9,0.0),new Complex(-2.09497474683058,1.91507575950825),new Complex(-2.6,2.7),new Complex(-1.10502525316942,-4.88492424049175),new Complex(0.1,0.0),new Complex(-1.10502525316942,4.88492424049175),new Complex(-2.6,-2.7),new Complex(-2.09497474683058,-1.91507575950825)};result=transformer.transform(x);for (int i=0;i < result.length;i++){assertEquals(y[i].getReal(),result[i].getReal(),tolerance);assertEquals(y[i].getImaginary(),result[i].getImaginary(),tolerance);}result=transformer.inversetransform(y);for (int i=0;i < result.length;i++){assertEquals(x[i],result[i].getReal(),tolerance);assertEquals(0.0,result[i].getImaginary(),tolerance);}double x2[]={10.4,21.6,40.8,13.6,23.2,32.8,13.6,19.2};FastFourierTransformer.scaleArray(x2,1.0 / Math.sqrt(x2.length));Complex y2[]=y;result=transformer.transform2(y2);for (int i=0;i < result.length;i++){assertEquals(x2[i],result[i].getReal(),tolerance);assertEquals(0.0,result[i].getImaginary(),tolerance);}result=transformer.inversetransform2(x2);for (int i=0;i < result.length;i++){assertEquals(y2[i].getReal(),result[i].getReal(),tolerance);assertEquals(y2[i].getImaginary(),result[i].getImaginary(),tolerance);}}"
"org.apache.commons.math.transform.FastFourierTransformerTest.testSinFunction",0,"/** * Test of transformer for the sine function.*/public void testSinFunction()throws MathException {UnivariateRealFunction f=new SinFunction();FastFourierTransformer transformer=new FastFourierTransformer();Complex result[];int N=1 << 8;double min,max,tolerance=1E-12;min=0.0;max=2.0 * Math.PI;result=transformer.transform(f,min,max,N);assertEquals(0.0,result[1].getReal(),tolerance);assertEquals(-(N >> 1),result[1].getImaginary(),tolerance);assertEquals(0.0,result[N - 1].getReal(),tolerance);assertEquals(N >> 1,result[N - 1].getImaginary(),tolerance);for (int i=0;i < N - 1;i+=(i == 0 ? 2 : 1)){assertEquals(0.0,result[i].getReal(),tolerance);assertEquals(0.0,result[i].getImaginary(),tolerance);}min=-Math.PI;max=Math.PI;result=transformer.inversetransform(f,min,max,N);assertEquals(0.0,result[1].getReal(),tolerance);assertEquals(-0.5,result[1].getImaginary(),tolerance);assertEquals(0.0,result[N - 1].getReal(),tolerance);assertEquals(0.5,result[N - 1].getImaginary(),tolerance);for (int i=0;i < N - 1;i+=(i == 0 ? 2 : 1)){assertEquals(0.0,result[i].getReal(),tolerance);assertEquals(0.0,result[i].getImaginary(),tolerance);}}"
"org.apache.commons.math.transform.FastFourierTransformerTest.testParameters",0,"/** * Test of parameters for the transformer.*/public void testParameters()throws Exception {UnivariateRealFunction f=new SinFunction();FastFourierTransformer transformer=new FastFourierTransformer();try {transformer.transform(f,1,-1,64);fail(""Expecting IllegalArgumentException - bad interval"");}catch(IllegalArgumentException ex){}try {transformer.transform(f,-1,1,0);fail(""Expecting IllegalArgumentException - bad samples number"");}catch(IllegalArgumentException ex){}try {transformer.transform(f,-1,1,100);fail(""Expecting IllegalArgumentException - bad samples number"");}catch(IllegalArgumentException ex){}}"
"org.apache.commons.math.distribution.HypergeometricDistributionTest.testDegenerateNoFailures",0,"/** * Verify that if there are no failures,mass is concentrated on sampleSize */public void testDegenerateNoFailures()throws Exception {setDistribution(new HypergeometricDistributionImpl(5,5,3));setCumulativeTestPoints(new int[]{-1,0,1,3,10});setCumulativeTestValues(new double[]{0d,0d,0d,1d,1d});setDensityTestPoints(new int[]{-1,0,1,3,10});setDensityTestValues(new double[]{0d,0d,0d,1d,0d});setInverseCumulativeTestPoints(new double[]{0.1d,0.5d});setInverseCumulativeTestValues(new int[]{2,2});verifyDensities();verifyCumulativeProbabilities();verifyInverseCumulativeProbabilities();}"
"org.apache.commons.math.distribution.HypergeometricDistributionTest.testDegenerateNoSuccesses",0,"/** * Verify that if there are no successes,mass is concentrated on 0 */public void testDegenerateNoSuccesses()throws Exception {setDistribution(new HypergeometricDistributionImpl(5,0,3));setCumulativeTestPoints(new int[]{-1,0,1,3,10});setCumulativeTestValues(new double[]{0d,1d,1d,1d,1d});setDensityTestPoints(new int[]{-1,0,1,3,10});setDensityTestValues(new double[]{0d,1d,0d,0d,0d});setInverseCumulativeTestPoints(new double[]{0.1d,0.5d});setInverseCumulativeTestValues(new int[]{-1,-1});verifyDensities();verifyCumulativeProbabilities();verifyInverseCumulativeProbabilities();}"
"org.apache.commons.math.distribution.HypergeometricDistributionTest.testDegenerateFullSample",0,"/** * Verify that if sampleSize = populationSize,mass is concentrated on numberOfSuccesses */public void testDegenerateFullSample()throws Exception {setDistribution(new HypergeometricDistributionImpl(5,3,5));setCumulativeTestPoints(new int[]{-1,0,1,3,10});setCumulativeTestValues(new double[]{0d,0d,0d,1d,1d});setDensityTestPoints(new int[]{-1,0,1,3,10});setDensityTestValues(new double[]{0d,0d,0d,1d,0d});setInverseCumulativeTestPoints(new double[]{0.1d,0.5d});setInverseCumulativeTestValues(new int[]{2,2});verifyDensities();verifyCumulativeProbabilities();verifyInverseCumulativeProbabilities();}"
"org.apache.commons.math.distribution.HypergeometricDistributionTest.testPopulationSize",0,"public void testPopulationSize(){HypergeometricDistribution dist=new HypergeometricDistributionImpl(5,3,5);try {dist.setPopulationSize(-1);fail(""negative population size.  IllegalArgumentException expected"");}catch(IllegalArgumentException ex){}dist.setPopulationSize(10);assertEquals(10,dist.getPopulationSize());}"
"org.apache.commons.math.distribution.HypergeometricDistributionTest.testLargeValues",0,"public void testLargeValues(){int populationSize=3456;int sampleSize=789;int numberOfSucceses=101;double[][]data={{0.0,2.75646034603961e-12,2.75646034603961e-12,1.0},{1.0,8.55705370142386e-11,8.83269973602783e-11,0.999999999997244},{2.0,1.31288129219665e-9,1.40120828955693e-9,0.999999999911673},{3.0,1.32724172984193e-8,1.46736255879763e-8,0.999999998598792},{4.0,9.94501711734089e-8,1.14123796761385e-7,0.999999985326375},{5.0,5.89080768883643e-7,7.03204565645028e-7,0.999999885876203},{20.0,0.0760051397707708,0.27349758476299,0.802507555007781},{21.0,0.087144222047629,0.360641806810619,0.72650241523701},{22.0,0.0940378846881819,0.454679691498801,0.639358193189381},{23.0,0.0956897500614809,0.550369441560282,0.545320308501199},{24.0,0.0919766921922999,0.642346133752582,0.449630558439718},{25.0,0.083641637261095,0.725987771013677,0.357653866247418},{96.0,5.93849188852098e-57,1.0,6.01900244560712e-57},{97.0,7.96593036832547e-59,1.0,8.05105570861321e-59},{98.0,8.44582921934367e-61,1.0,8.5125340287733e-61},{99.0,6.63604297068222e-63,1.0,6.670480942963e-63},{100.0,3.43501099007557e-65,1.0,3.4437972280786e-65},{101.0,8.78623800302957e-68,1.0,8.78623800302957e-68}};testHypergeometricDistributionProbabilities(populationSize,sampleSize,numberOfSucceses,data);}"
"org.apache.commons.math.distribution.HypergeometricDistributionTest.testMoreLargeValues",0,"public void testMoreLargeValues(){int populationSize=26896;int sampleSize=895;int numberOfSucceses=55;double[][]data={{0.0,0.155168304750504,0.155168304750504,1.0},{1.0,0.29437545000746,0.449543754757964,0.844831695249496},{2.0,0.273841321577003,0.723385076334967,0.550456245242036},{3.0,0.166488572570786,0.889873648905753,0.276614923665033},{4.0,0.0743969744713231,0.964270623377076,0.110126351094247},{5.0,0.0260542785784855,0.990324901955562,0.0357293766229237},{20.0,3.57101101678792e-16,1.0,3.78252101622096e-16},{21.0,2.00551638598312e-17,1.0,2.11509999433041e-17},{22.0,1.04317070180562e-18,1.0,1.09583608347287e-18},{23.0,5.03153504903308e-20,1.0,5.266538166725e-20},{24.0,2.2525984149695e-21,1.0,2.35003117691919e-21},{25.0,9.3677424515947e-23,1.0,9.74327619496943e-23},{50.0,9.83633962945521e-69,1.0,9.8677629437617e-69},{51.0,3.13448949497553e-71,1.0,3.14233143064882e-71},{52.0,7.82755221928122e-74,1.0,7.84193567329055e-74},{53.0,1.43662126065532e-76,1.0,1.43834540093295e-76},{54.0,1.72312692517348e-79,1.0,1.7241402776278e-79},{55.0,1.01335245432581e-82,1.0,1.01335245432581e-82}};testHypergeometricDistributionProbabilities(populationSize,sampleSize,numberOfSucceses,data);}"
"org.apache.commons.math.estimation.GaussNewtonEstimatorTest.testTrivial",0,"public void testTrivial()throws EstimationException {LinearProblem problem=new LinearProblem(new LinearMeasurement[]{new LinearMeasurement(new double[]{2},new EstimatedParameter[]{new EstimatedParameter(""p0"",0)},3.0)});GaussNewtonEstimator estimator=new GaussNewtonEstimator(100,1.0e-6,1.0e-6);estimator.estimate(problem);assertEquals(0,estimator.getRMS(problem),1.0e-10);assertEquals(1.5,problem.getUnboundParameters()[0].getEstimate(),1.0e-10);}"
"org.apache.commons.math.estimation.GaussNewtonEstimatorTest.testQRColumnsPermutation",0,"public void testQRColumnsPermutation()throws EstimationException {EstimatedParameter[]x={new EstimatedParameter(""p0"",0),new EstimatedParameter(""p1"",0)};LinearProblem problem=new LinearProblem(new LinearMeasurement[]{new LinearMeasurement(new double[]{1.0,-1.0},new EstimatedParameter[]{x[0],x[1]},4.0),new LinearMeasurement(new double[]{2.0},new EstimatedParameter[]{x[1]},6.0),new LinearMeasurement(new double[]{1.0,-2.0},new EstimatedParameter[]{x[0],x[1]},1.0)});GaussNewtonEstimator estimator=new GaussNewtonEstimator(100,1.0e-6,1.0e-6);estimator.estimate(problem);assertEquals(0,estimator.getRMS(problem),1.0e-10);assertEquals(7.0,x[0].getEstimate(),1.0e-10);assertEquals(3.0,x[1].getEstimate(),1.0e-10);}"
"org.apache.commons.math.estimation.GaussNewtonEstimatorTest.testNoDependency",0,"public void testNoDependency()throws EstimationException {EstimatedParameter[]p=new EstimatedParameter[]{new EstimatedParameter(""p0"",0),new EstimatedParameter(""p1"",0),new EstimatedParameter(""p2"",0),new EstimatedParameter(""p3"",0),new EstimatedParameter(""p4"",0),new EstimatedParameter(""p5"",0)};LinearProblem problem=new LinearProblem(new LinearMeasurement[]{new LinearMeasurement(new double[]{2},new EstimatedParameter[]{p[0]},0.0),new LinearMeasurement(new double[]{2},new EstimatedParameter[]{p[1]},1.1),new LinearMeasurement(new double[]{2},new EstimatedParameter[]{p[2]},2.2),new LinearMeasurement(new double[]{2},new EstimatedParameter[]{p[3]},3.3),new LinearMeasurement(new double[]{2},new EstimatedParameter[]{p[4]},4.4),new LinearMeasurement(new double[]{2},new EstimatedParameter[]{p[5]},5.5)});GaussNewtonEstimator estimator=new GaussNewtonEstimator(100,1.0e-6,1.0e-6);estimator.estimate(problem);assertEquals(0,estimator.getRMS(problem),1.0e-10);for (int i=0;i < p.length;++i){assertEquals(0.55 * i,p[i].getEstimate(),1.0e-10);}}"
"org.apache.commons.math.estimation.GaussNewtonEstimatorTest.testOneSet",0,"public void testOneSet()throws EstimationException {EstimatedParameter[]p={new EstimatedParameter(""p0"",0),new EstimatedParameter(""p1"",0),new EstimatedParameter(""p2"",0)};LinearProblem problem=new LinearProblem(new LinearMeasurement[]{new LinearMeasurement(new double[]{1.0},new EstimatedParameter[]{p[0]},1.0),new LinearMeasurement(new double[]{-1.0,1.0},new EstimatedParameter[]{p[0],p[1]},1.0),new LinearMeasurement(new double[]{-1.0,1.0},new EstimatedParameter[]{p[1],p[2]},1.0)});GaussNewtonEstimator estimator=new GaussNewtonEstimator(100,1.0e-6,1.0e-6);estimator.estimate(problem);assertEquals(0,estimator.getRMS(problem),1.0e-10);assertEquals(1.0,p[0].getEstimate(),1.0e-10);assertEquals(2.0,p[1].getEstimate(),1.0e-10);assertEquals(3.0,p[2].getEstimate(),1.0e-10);}"
"org.apache.commons.math.estimation.GaussNewtonEstimatorTest.testTwoSets",0,"public void testTwoSets()throws EstimationException {EstimatedParameter[]p={new EstimatedParameter(""p0"",0),new EstimatedParameter(""p1"",1),new EstimatedParameter(""p2"",2),new EstimatedParameter(""p3"",3),new EstimatedParameter(""p4"",4),new EstimatedParameter(""p5"",5)};double epsilon=1.0e-7;LinearProblem problem=new LinearProblem(new LinearMeasurement[]{new LinearMeasurement(new double[]{2.0,1.0,4.0},new EstimatedParameter[]{p[0],p[1],p[3]},2.0),new LinearMeasurement(new double[]{-4.0,-2.0,3.0,-7.0},new EstimatedParameter[]{p[0],p[1],p[2],p[3]},-9.0),new LinearMeasurement(new double[]{4.0,1.0,-2.0,8.0},new EstimatedParameter[]{p[0],p[1],p[2],p[3]},2.0),new LinearMeasurement(new double[]{-3.0,-12.0,-1.0},new EstimatedParameter[]{p[1],p[2],p[3]},2.0),new LinearMeasurement(new double[]{epsilon,1.0},new EstimatedParameter[]{p[4],p[5]},1.0 + epsilon * epsilon),new LinearMeasurement(new double[]{1.0,1.0},new EstimatedParameter[]{p[4],p[5]},2.0)});GaussNewtonEstimator estimator=new GaussNewtonEstimator(100,1.0e-6,1.0e-6);estimator.estimate(problem);assertEquals(0,estimator.getRMS(problem),1.0e-10);assertEquals(3.0,p[0].getEstimate(),1.0e-10);assertEquals(4.0,p[1].getEstimate(),1.0e-10);assertEquals(-1.0,p[2].getEstimate(),1.0e-10);assertEquals(-2.0,p[3].getEstimate(),1.0e-10);assertEquals(1.0 + epsilon,p[4].getEstimate(),1.0e-10);assertEquals(1.0 - epsilon,p[5].getEstimate(),1.0e-10);}"
"org.apache.commons.math.estimation.GaussNewtonEstimatorTest.testNonInversible",0,"public void testNonInversible()throws EstimationException {EstimatedParameter[]p={new EstimatedParameter(""p0"",0),new EstimatedParameter(""p1"",0),new EstimatedParameter(""p2"",0)};LinearMeasurement[]m=new LinearMeasurement[]{new LinearMeasurement(new double[]{1.0,2.0,-3.0},new EstimatedParameter[]{p[0],p[1],p[2]},1.0),new LinearMeasurement(new double[]{2.0,1.0,3.0},new EstimatedParameter[]{p[0],p[1],p[2]},1.0),new LinearMeasurement(new double[]{-3.0,-9.0},new EstimatedParameter[]{p[0],p[2]},1.0)};LinearProblem problem=new LinearProblem(m);GaussNewtonEstimator estimator=new GaussNewtonEstimator(100,1.0e-6,1.0e-6);try {estimator.estimate(problem);fail(""an exception should have been caught"");}catch(EstimationException ee){}catch(Exception e){fail(""wrong exception type caught"");}}"
"org.apache.commons.math.estimation.GaussNewtonEstimatorTest.testIllConditioned",0,"public void testIllConditioned()throws EstimationException {EstimatedParameter[]p={new EstimatedParameter(""p0"",0),new EstimatedParameter(""p1"",1),new EstimatedParameter(""p2"",2),new EstimatedParameter(""p3"",3)};LinearProblem problem1=new LinearProblem(new LinearMeasurement[]{new LinearMeasurement(new double[]{10.0,7.0,8.0,7.0},new EstimatedParameter[]{p[0],p[1],p[2],p[3]},32.0),new LinearMeasurement(new double[]{7.0,5.0,6.0,5.0},new EstimatedParameter[]{p[0],p[1],p[2],p[3]},23.0),new LinearMeasurement(new double[]{8.0,6.0,10.0,9.0},new EstimatedParameter[]{p[0],p[1],p[2],p[3]},33.0),new LinearMeasurement(new double[]{7.0,5.0,9.0,10.0},new EstimatedParameter[]{p[0],p[1],p[2],p[3]},31.0)});GaussNewtonEstimator estimator1=new GaussNewtonEstimator(100,1.0e-6,1.0e-6);estimator1.estimate(problem1);assertEquals(0,estimator1.getRMS(problem1),1.0e-10);assertEquals(1.0,p[0].getEstimate(),1.0e-10);assertEquals(1.0,p[1].getEstimate(),1.0e-10);assertEquals(1.0,p[2].getEstimate(),1.0e-10);assertEquals(1.0,p[3].getEstimate(),1.0e-10);LinearProblem problem2=new LinearProblem(new LinearMeasurement[]{new LinearMeasurement(new double[]{10.0,7.0,8.1,7.2},new EstimatedParameter[]{p[0],p[1],p[2],p[3]},32.0),new LinearMeasurement(new double[]{7.08,5.04,6.0,5.0},new EstimatedParameter[]{p[0],p[1],p[2],p[3]},23.0),new LinearMeasurement(new double[]{8.0,5.98,9.89,9.0},new EstimatedParameter[]{p[0],p[1],p[2],p[3]},33.0),new LinearMeasurement(new double[]{6.99,4.99,9.0,9.98},new EstimatedParameter[]{p[0],p[1],p[2],p[3]},31.0)});GaussNewtonEstimator estimator2=new GaussNewtonEstimator(100,1.0e-6,1.0e-6);estimator2.estimate(problem2);assertEquals(0,estimator2.getRMS(problem2),1.0e-10);assertEquals(-81.0,p[0].getEstimate(),1.0e-8);assertEquals(137.0,p[1].getEstimate(),1.0e-8);assertEquals(-34.0,p[2].getEstimate(),1.0e-8);assertEquals(22.0,p[3].getEstimate(),1.0e-8);}"
"org.apache.commons.math.estimation.GaussNewtonEstimatorTest.testMoreEstimatedParametersSimple",0,"public void testMoreEstimatedParametersSimple()throws EstimationException {EstimatedParameter[]p={new EstimatedParameter(""p0"",7),new EstimatedParameter(""p1"",6),new EstimatedParameter(""p2"",5),new EstimatedParameter(""p3"",4)};LinearProblem problem=new LinearProblem(new LinearMeasurement[]{new LinearMeasurement(new double[]{3.0,2.0},new EstimatedParameter[]{p[0],p[1]},7.0),new LinearMeasurement(new double[]{1.0,-1.0,1.0},new EstimatedParameter[]{p[1],p[2],p[3]},3.0),new LinearMeasurement(new double[]{2.0,1.0},new EstimatedParameter[]{p[0],p[2]},5.0)});GaussNewtonEstimator estimator=new GaussNewtonEstimator(100,1.0e-6,1.0e-6);try {estimator.estimate(problem);fail(""an exception should have been caught"");}catch(EstimationException ee){}catch(Exception e){fail(""wrong exception type caught"");}}"
"org.apache.commons.math.estimation.GaussNewtonEstimatorTest.testMoreEstimatedParametersUnsorted",0,"public void testMoreEstimatedParametersUnsorted()throws EstimationException {EstimatedParameter[]p={new EstimatedParameter(""p0"",2),new EstimatedParameter(""p1"",2),new EstimatedParameter(""p2"",2),new EstimatedParameter(""p3"",2),new EstimatedParameter(""p4"",2),new EstimatedParameter(""p5"",2)};LinearProblem problem=new LinearProblem(new LinearMeasurement[]{new LinearMeasurement(new double[]{1.0,1.0},new EstimatedParameter[]{p[0],p[1]},3.0),new LinearMeasurement(new double[]{1.0,1.0,1.0},new EstimatedParameter[]{p[2],p[3],p[4]},12.0),new LinearMeasurement(new double[]{1.0,-1.0},new EstimatedParameter[]{p[4],p[5]},-1.0),new LinearMeasurement(new double[]{1.0,-1.0,1.0},new EstimatedParameter[]{p[3],p[2],p[5]},7.0),new LinearMeasurement(new double[]{1.0,-1.0},new EstimatedParameter[]{p[4],p[3]},1.0)});GaussNewtonEstimator estimator=new GaussNewtonEstimator(100,1.0e-6,1.0e-6);try {estimator.estimate(problem);fail(""an exception should have been caught"");}catch(EstimationException ee){}catch(Exception e){fail(""wrong exception type caught"");}}"
"org.apache.commons.math.estimation.GaussNewtonEstimatorTest.testRedundantEquations",0,"public void testRedundantEquations()throws EstimationException {EstimatedParameter[]p={new EstimatedParameter(""p0"",1),new EstimatedParameter(""p1"",1)};LinearProblem problem=new LinearProblem(new LinearMeasurement[]{new LinearMeasurement(new double[]{1.0,1.0},new EstimatedParameter[]{p[0],p[1]},3.0),new LinearMeasurement(new double[]{1.0,-1.0},new EstimatedParameter[]{p[0],p[1]},1.0),new LinearMeasurement(new double[]{1.0,3.0},new EstimatedParameter[]{p[0],p[1]},5.0)});GaussNewtonEstimator estimator=new GaussNewtonEstimator(100,1.0e-6,1.0e-6);estimator.estimate(problem);assertEquals(0,estimator.getRMS(problem),1.0e-10);EstimatedParameter[]all=problem.getAllParameters();for (int i=0;i < all.length;++i){assertEquals(all[i].getName().equals(""p0"")? 2.0 : 1.0,all[i].getEstimate(),1.0e-10);}}"
"org.apache.commons.math.estimation.GaussNewtonEstimatorTest.testInconsistentEquations",0,"public void testInconsistentEquations()throws EstimationException {EstimatedParameter[]p={new EstimatedParameter(""p0"",1),new EstimatedParameter(""p1"",1)};LinearProblem problem=new LinearProblem(new LinearMeasurement[]{new LinearMeasurement(new double[]{1.0,1.0},new EstimatedParameter[]{p[0],p[1]},3.0),new LinearMeasurement(new double[]{1.0,-1.0},new EstimatedParameter[]{p[0],p[1]},1.0),new LinearMeasurement(new double[]{1.0,3.0},new EstimatedParameter[]{p[0],p[1]},4.0)});GaussNewtonEstimator estimator=new GaussNewtonEstimator(100,1.0e-6,1.0e-6);estimator.estimate(problem);assertTrue(estimator.getRMS(problem)> 0.1);}"
