test_case,faulty,test_code
"org.apache.commons.codec.language.Caverphone2Test.testCaverphoneRevisitedExamples",0,"/** * See http://caversham.otago.ac.nz/files/working/ctp150804.pdf* @throws EncoderException*/@Test public void testCaverphoneRevisitedExamples()throws EncoderException {final String[][]data={{""Stevenson"",""STFNSN1111""},{""Peter"",""PTA1111111""}};this.checkEncodings(data);}"
"org.apache.commons.codec.language.Caverphone2Test.testCaverphoneRevisitedRandomNameKLN1111111",0,"/** * See http://caversham.otago.ac.nz/files/working/ctp150804.pdf* @throws EncoderException*/@Test public void testCaverphoneRevisitedRandomNameKLN1111111()throws EncoderException {this.checkEncodingVariations(""KLN1111111"",new String[]{""Cailean"",""Calan"",""Calen"",""Callahan"",""Callan"",""Callean"",""Carleen"",""Carlen"",""Carlene"",""Carlin"",""Carline"",""Carlyn"",""Carlynn"",""Carlynne"",""Charlean"",""Charleen"",""Charlene"",""Charline"",""Cherlyn"",""Chirlin"",""Clein"",""Cleon"",""Cline"",""Cohleen"",""Colan"",""Coleen"",""Colene"",""Colin"",""Colleen"",""Collen"",""Collin"",""Colline"",""Colon"",""Cullan"",""Cullen"",""Cullin"",""Gaelan"",""Galan"",""Galen"",""Garlan"",""Garlen"",""Gaulin"",""Gayleen"",""Gaylene"",""Giliane"",""Gillan"",""Gillian"",""Glen"",""Glenn"",""Glyn"",""Glynn"",""Gollin"",""Gorlin"",""Kalin"",""Karlan"",""Karleen"",""Karlen"",""Karlene"",""Karlin"",""Karlyn"",""Kaylyn"",""Keelin"",""Kellen"",""Kellene"",""Kellyann"",""Kellyn"",""Khalin"",""Kilan"",""Kilian"",""Killen"",""Killian"",""Killion"",""Klein"",""Kleon"",""Kline"",""Koerlin"",""Kylen"",""Kylynn"",""Quillan"",""Quillon"",""Qulllon"",""Xylon""});}"
"org.apache.commons.codec.language.Caverphone2Test.testCaverphoneRevisitedRandomNameTN11111111",0,"/** * See http://caversham.otago.ac.nz/files/working/ctp150804.pdf* @throws EncoderException*/@Test public void testCaverphoneRevisitedRandomNameTN11111111()throws EncoderException {this.checkEncodingVariations(""TN11111111"",new String[]{""Dan"",""Dane"",""Dann"",""Darn"",""Daune"",""Dawn"",""Ddene"",""Dean"",""Deane"",""Deanne"",""DeeAnn"",""Deeann"",""Deeanne"",""Deeyn"",""Den"",""Dene"",""Denn"",""Deonne"",""Diahann"",""Dian"",""Diane"",""Diann"",""Dianne"",""Diannne"",""Dine"",""Dion"",""Dione"",""Dionne"",""Doane"",""Doehne"",""Don"",""Donn"",""Doone"",""Dorn"",""Down"",""Downe"",""Duane"",""Dun"",""Dunn"",""Duyne"",""Dyan"",""Dyane"",""Dyann"",""Dyanne"",""Dyun"",""Tan"",""Tann"",""Teahan"",""Ten"",""Tenn"",""Terhune"",""Thain"",""Thaine"",""Thane"",""Thanh"",""Thayne"",""Theone"",""Thin"",""Thorn"",""Thorne"",""Thun"",""Thynne"",""Tien"",""Tine"",""Tjon"",""Town"",""Towne"",""Turne"",""Tyne""});}"
"org.apache.commons.codec.language.Caverphone2Test.testCaverphoneRevisitedRandomNameTTA1111111",0,"/** * See http://caversham.otago.ac.nz/files/working/ctp150804.pdf* @throws EncoderException*/@Test public void testCaverphoneRevisitedRandomNameTTA1111111()throws EncoderException {this.checkEncodingVariations(""TTA1111111"",new String[]{""Darda"",""Datha"",""Dedie"",""Deedee"",""Deerdre"",""Deidre"",""Deirdre"",""Detta"",""Didi"",""Didier"",""Dido"",""Dierdre"",""Dieter"",""Dita"",""Ditter"",""Dodi"",""Dodie"",""Dody"",""Doherty"",""Dorthea"",""Dorthy"",""Doti"",""Dotti"",""Dottie"",""Dotty"",""Doty"",""Doughty"",""Douty"",""Dowdell"",""Duthie"",""Tada"",""Taddeo"",""Tadeo"",""Tadio"",""Tati"",""Teador"",""Tedda"",""Tedder"",""Teddi"",""Teddie"",""Teddy"",""Tedi"",""Tedie"",""Teeter"",""Teodoor"",""Teodor"",""Terti"",""Theda"",""Theodor"",""Theodore"",""Theta"",""Thilda"",""Thordia"",""Tilda"",""Tildi"",""Tildie"",""Tildy"",""Tita"",""Tito"",""Tjader"",""Toddie"",""Toddy"",""Torto"",""Tuddor"",""Tudor"",""Turtle"",""Tuttle"",""Tutto""});}"
"org.apache.commons.codec.language.Caverphone2Test.testCaverphoneRevisitedRandomWords",0,"/** * See http://caversham.otago.ac.nz/files/working/ctp150804.pdf* @throws EncoderException*/@Test public void testCaverphoneRevisitedRandomWords()throws EncoderException {this.checkEncodingVariations(""RTA1111111"",new String[]{""rather"",""ready"",""writer""});this.checkEncoding(""SSA1111111"",""social"");this.checkEncodingVariations(""APA1111111"",new String[]{""able"",""appear""});}"
"org.apache.commons.codec.language.Caverphone2Test.testEndMb",0,"@Test public void testEndMb()throws EncoderException {final String[][]data={{""mb"",""M111111111""},{""mbmb"",""MPM1111111""}};this.checkEncodings(data);}"
"org.apache.commons.codec.language.Caverphone2Test.testIsCaverphoneEquals",0,"@Test public void testIsCaverphoneEquals()throws EncoderException {final Caverphone2 caverphone=new Caverphone2();Assert.assertFalse(""Caverphone encodings should not be equal"",caverphone.isEncodeEqual(""Peter"",""Stevenson""));Assert.assertTrue(""Caverphone encodings should be equal"",caverphone.isEncodeEqual(""Peter"",""Peady""));}"
"org.apache.commons.codec.language.Caverphone2Test.testSpecificationExamples",0,"@Test public void testSpecificationExamples()throws EncoderException {final String[][]data={{""Peter"",""PTA1111111""},{""ready"",""RTA1111111""},{""social"",""SSA1111111""},{""able"",""APA1111111""},{""Tedder"",""TTA1111111""},{""Karleen"",""KLN1111111""},{""Dyun"",""TN11111111""}};this.checkEncodings(data);}"
"org.apache.commons.codec.CharEncodingTest.testConstructor",0,"/** * We could make the constructor private in the future,it's a matter a style.*/@Test public void testConstructor(){new CharEncoding();}"
"org.apache.commons.codec.CharEncodingTest.testIso8859_1",0,"@Test public void testIso8859_1(){Assert.assertEquals(""ISO-8859-1"",CharEncoding.ISO_8859_1);}"
"org.apache.commons.codec.CharEncodingTest.testUsAscii",0,"@Test public void testUsAscii(){Assert.assertEquals(""US-ASCII"",CharEncoding.US_ASCII);}"
"org.apache.commons.codec.CharEncodingTest.testUtf16",0,"@Test public void testUtf16(){Assert.assertEquals(""UTF-16"",CharEncoding.UTF_16);}"
"org.apache.commons.codec.CharEncodingTest.testUtf16Be",0,"@Test public void testUtf16Be(){Assert.assertEquals(""UTF-16BE"",CharEncoding.UTF_16BE);}"
"org.apache.commons.codec.CharEncodingTest.testUtf16Le",0,"@Test public void testUtf16Le(){Assert.assertEquals(""UTF-16LE"",CharEncoding.UTF_16LE);}"
"org.apache.commons.codec.CharEncodingTest.testUtf8",0,"@Test public void testUtf8(){Assert.assertEquals(""UTF-8"",CharEncoding.UTF_8);}"
"org.apache.commons.codec.digest.DigestUtilsTest.testInternalNoSuchAlgorithmException",0,"@Test(expected=IllegalArgumentException.class)public void testInternalNoSuchAlgorithmException(){DigestUtils.getDigest(""Bogus Bogus"");}"
"org.apache.commons.codec.digest.DigestUtilsTest.testMd2Hex",0,"@Test public void testMd2Hex()throws IOException {assertEquals(""8350e5a3e24c153df2275c9f80692773"",DigestUtils.md2Hex(""""));assertEquals(""32ec01ec4a6dac72c0ab96fb34c0b5d1"",DigestUtils.md2Hex(""a""));assertEquals(""da853b0d3f88d99b30283a69e6ded6bb"",DigestUtils.md2Hex(""abc""));assertEquals(""ab4f496bfb2a530b219ff33031fe06b0"",DigestUtils.md2Hex(""message digest""));assertEquals(""4e8ddff3650292ab5a4108c3aa47940b"",DigestUtils.md2Hex(""abcdefghijklmnopqrstuvwxyz""));assertEquals(""da33def2a42df13975352846c30338cd"",DigestUtils.md2Hex(""ABCDEFGHIJKLMNOPQRSTUVWXYZ"" + ""abcdefghijklmnopqrstuvwxyz"" + ""0123456789""));assertEquals(""d5976f79d83d3a0dc9806c3c66f3efd8"",DigestUtils.md2Hex(""1234567890123456789012345678901234567890"" + ""1234567890123456789012345678901234567890""));assertEquals(DigestUtils.md2Hex(testData),DigestUtils.md2Hex(new ByteArrayInputStream(testData)));}"
"org.apache.commons.codec.digest.DigestUtilsTest.testMd2HexLength",0,"/** * An MD2 hash converted to hex should always be 32 characters.*/@Test public void testMd2HexLength(){String hashMe=""this is some string that is longer than 32 characters"";String hash=DigestUtils.md2Hex(getBytesUtf8(hashMe));assertEquals(32,hash.length());hashMe=""length < 32"";hash=DigestUtils.md2Hex(getBytesUtf8(hashMe));assertEquals(32,hash.length());}"
"org.apache.commons.codec.digest.DigestUtilsTest.testMd2Length",0,"/** * An MD2 hash should always be a 16 element byte[].*/@Test public void testMd2Length(){String hashMe=""this is some string that is longer than 16 characters"";byte[]hash=DigestUtils.md2(getBytesUtf8(hashMe));assertEquals(16,hash.length);hashMe=""length < 16"";hash=DigestUtils.md2(getBytesUtf8(hashMe));assertEquals(16,hash.length);}"
"org.apache.commons.codec.digest.DigestUtilsTest.testMd5Hex",0,"@Test public void testMd5Hex()throws IOException {assertEquals(""d41d8cd98f00b204e9800998ecf8427e"",DigestUtils.md5Hex(""""));assertEquals(""0cc175b9c0f1b6a831c399e269772661"",DigestUtils.md5Hex(""a""));assertEquals(""900150983cd24fb0d6963f7d28e17f72"",DigestUtils.md5Hex(""abc""));assertEquals(""f96b697d7cb7938d525a2f31aaf161d0"",DigestUtils.md5Hex(""message digest""));assertEquals(""c3fcd3d76192e4007dfb496cca67e13b"",DigestUtils.md5Hex(""abcdefghijklmnopqrstuvwxyz""));assertEquals(""d174ab98d277d9f5a5611c2c9f419d9f"",DigestUtils.md5Hex(""ABCDEFGHIJKLMNOPQRSTUVWXYZ"" + ""abcdefghijklmnopqrstuvwxyz"" + ""0123456789""));assertEquals(""57edf4a22be3c955ac49da2e2107b67a"",DigestUtils.md5Hex(""1234567890123456789012345678901234567890"" + ""1234567890123456789012345678901234567890""));assertEquals(DigestUtils.md5Hex(testData),DigestUtils.md5Hex(new ByteArrayInputStream(testData)));}"
"org.apache.commons.codec.digest.DigestUtilsTest.testMd5HexLengthForBytes",0,"/** * An MD5 hash converted to hex should always be 32 characters.*/@Test public void testMd5HexLengthForBytes(){String hashMe=""this is some string that is longer than 32 characters"";String hash=DigestUtils.md5Hex(getBytesUtf8(hashMe));assertEquals(32,hash.length());hashMe=""length < 32"";hash=DigestUtils.md5Hex(getBytesUtf8(hashMe));assertEquals(32,hash.length());}"
"org.apache.commons.codec.digest.DigestUtilsTest.testMd5LengthForBytes",0,"/** * An MD5 hash should always be a 16 element byte[].*/@Test public void testMd5LengthForBytes(){String hashMe=""this is some string that is longer than 16 characters"";byte[]hash=DigestUtils.md5(getBytesUtf8(hashMe));assertEquals(16,hash.length);hashMe=""length < 16"";hash=DigestUtils.md5(getBytesUtf8(hashMe));assertEquals(16,hash.length);}"
"org.apache.commons.codec.digest.DigestUtilsTest.testSha1Hex",0,"@Test public void testSha1Hex()throws IOException {assertEquals(""a9993e364706816aba3e25717850c26c9cd0d89d"",DigestUtils.sha1Hex(""abc""));assertEquals(""a9993e364706816aba3e25717850c26c9cd0d89d"",DigestUtils.sha1Hex(getBytesUtf8(""abc"")));assertEquals(""84983e441c3bd26ebaae4aa1f95129e5e54670f1"",DigestUtils.sha1Hex(""abcdbcdecdefdefgefghfghighij"" + ""hijkijkljklmklmnlmnomnopnopq""));assertEquals(DigestUtils.sha1Hex(testData),DigestUtils.sha1Hex(new ByteArrayInputStream(testData)));}"
"org.apache.commons.codec.digest.DigestUtilsTest.testSha1UpdateWithByteArray",0,"@Test public void testSha1UpdateWithByteArray(){final String d1=""C'est un homme qui rentre dans un café,et plouf"";final String d2=""C'est un homme,c'est qu'une tête,on lui offre un cadeau: 'oh... encore un chapeau!'"";MessageDigest messageDigest=DigestUtils.getSha1Digest();messageDigest.update(d1.getBytes());messageDigest.update(d2.getBytes());final String expectedResult=Hex.encodeHexString(messageDigest.digest());messageDigest=DigestUtils.getSha1Digest();DigestUtils.updateDigest(messageDigest,d1.getBytes());DigestUtils.updateDigest(messageDigest,d2.getBytes());final String actualResult=Hex.encodeHexString(messageDigest.digest());assertEquals(expectedResult,actualResult);}"
"org.apache.commons.codec.digest.DigestUtilsTest.testSha1UpdateWithByteBuffer",0,"@Test public void testSha1UpdateWithByteBuffer(){final String d1=""C'est un homme qui rentre dans un café,et plouf"";final String d2=""C'est un homme,c'est qu'une tête,on lui offre un cadeau: 'oh... encore un chapeau!'"";MessageDigest messageDigest=DigestUtils.getSha1Digest();messageDigest.update(d1.getBytes());messageDigest.update(d2.getBytes());final String expectedResult=Hex.encodeHexString(messageDigest.digest());messageDigest=DigestUtils.getSha1Digest();DigestUtils.updateDigest(messageDigest,ByteBuffer.wrap(d1.getBytes()));DigestUtils.updateDigest(messageDigest,ByteBuffer.wrap(d2.getBytes()));final String actualResult=Hex.encodeHexString(messageDigest.digest());assertEquals(expectedResult,actualResult);}"
"org.apache.commons.codec.digest.DigestUtilsTest.testSha1UpdateWithString",0,"@Test public void testSha1UpdateWithString(){final String d1=""C'est un homme qui rentre dans un café,et plouf"";final String d2=""C'est un homme,c'est qu'une tête,on lui offre un cadeau: 'oh... encore un chapeau!'"";MessageDigest messageDigest=DigestUtils.getSha1Digest();messageDigest.update(StringUtils.getBytesUtf8(d1));messageDigest.update(StringUtils.getBytesUtf8(d2));final String expectedResult=Hex.encodeHexString(messageDigest.digest());messageDigest=DigestUtils.getSha1Digest();DigestUtils.updateDigest(messageDigest,d1);DigestUtils.updateDigest(messageDigest,d2);final String actualResult=Hex.encodeHexString(messageDigest.digest());assertEquals(expectedResult,actualResult);}"
"org.apache.commons.codec.digest.DigestUtilsTest.testSha224",0,"@Test public void testSha224()throws IOException {assumeJava8();assertEquals(""d14a028c2a3a2bc9476102bb288234c415a2b01f828ea62ac5b3e42f"",new DigestUtils(MessageDigestAlgorithms.SHA_224).digestAsHex(("""")));assertEquals(""730e109bd7a8a32b1cb9d9a09aa2325d2430587ddbc0c38bad911525"",new DigestUtils(MessageDigestAlgorithms.SHA_224).digestAsHex(""The quick brown fox jumps over the lazy dog""));}"
"org.apache.commons.codec.digest.DigestUtilsTest.testSha256",0,"@Test public void testSha256()throws IOException {assertEquals(""ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad"",DigestUtils.sha256Hex(""abc""));assertEquals(""ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad"",DigestUtils.sha256Hex(getBytesUtf8(""abc"")));assertEquals(""248d6a61d20638b8e5c026930c3e6039a33ce45964ff2167f6ecedd419db06c1"",DigestUtils.sha256Hex(""abcdbcdecdefdefgefghfghighijhijkijkljklmklmnlmnomnopnopq""));assertEquals(DigestUtils.sha256Hex(testData),DigestUtils.sha256Hex(new ByteArrayInputStream(testData)));}"
