test_case,faulty,test_code
"org.mockito.internal.util.MockUtilTest.shouldKnowIfTypeIsMockable",0,"@Test public void shouldKnowIfTypeIsMockable()throws Exception {assertFalse(mockUtil.isTypeMockable(FinalClass.class));assertFalse(mockUtil.isTypeMockable(int.class));assertTrue(mockUtil.isTypeMockable(SomeClass.class));assertTrue(mockUtil.isTypeMockable(SomeInterface.class));}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldStubWithThrowable",0,"@Test public void shouldStubWithThrowable()throws Exception {IllegalArgumentException expected=new IllegalArgumentException(""thrown by mock"");when(mock.add(""throw"")).thenThrow(expected);try {mock.add(""throw"");fail();}catch(IllegalArgumentException e){assertEquals(expected,e);}}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldSetThrowableToVoidMethod",0,"@Test public void shouldSetThrowableToVoidMethod()throws Exception {IllegalArgumentException expected=new IllegalArgumentException(""thrown by mock"");stubVoid(mock).toThrow(expected).on().clear();try {mock.clear();fail();}catch(Exception e){assertEquals(expected,e);}}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldLastStubbingVoidBeImportant",0,"@Test public void shouldLastStubbingVoidBeImportant()throws Exception {stubVoid(mock).toThrow(new ExceptionOne()).on().clear();stubVoid(mock).toThrow(new ExceptionTwo()).on().clear();try {mock.clear();fail();}catch(ExceptionTwo e){}}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldFailStubbingThrowableOnTheSameInvocationDueToAcceptableLimitation",0,"@Test public void shouldFailStubbingThrowableOnTheSameInvocationDueToAcceptableLimitation()throws Exception {when(mock.get(1)).thenThrow(new ExceptionOne());try {when(mock.get(1)).thenThrow(new ExceptionTwo());fail();}catch(ExceptionOne e){}}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldAllowSettingCheckedException",0,"@Test public void shouldAllowSettingCheckedException()throws Exception {Reader reader=mock(Reader.class);IOException ioException=new IOException();when(reader.read()).thenThrow(ioException);try {reader.read();fail();}catch(Exception e){assertEquals(ioException,e);}}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldAllowSettingError",0,"@Test public void shouldAllowSettingError()throws Exception {Error error=new Error();when(mock.add(""quake"")).thenThrow(error);try {mock.add(""quake"");fail();}catch(Error e){assertEquals(error,e);}}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldInstantiateExceptionClassOnInteraction",0,"@Test(expected=IllegalArgumentException.class)public void shouldInstantiateExceptionClassOnInteraction(){when(mock.add(null)).thenThrow(IllegalArgumentException.class);mock.add(null);}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldInstantiateExceptionClassWithOngoingStubbingOnInteraction",0,"@Test(expected=IllegalArgumentException.class)public void shouldInstantiateExceptionClassWithOngoingStubbingOnInteraction(){Mockito.doThrow(IllegalArgumentException.class).when(mock).add(null);mock.add(null);}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldNotAllowSettingInvalidCheckedException",0,"@Test(expected=MockitoException.class)public void shouldNotAllowSettingInvalidCheckedException()throws Exception {when(mock.add(""monkey island"")).thenThrow(new Exception());}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldNotAllowSettingNullThrowable",0,"@Test(expected=MockitoException.class)public void shouldNotAllowSettingNullThrowable()throws Exception {when(mock.add(""monkey island"")).thenThrow((Throwable)null);}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldNotAllowSettingNullThrowableArray",0,"@Test(expected=MockitoException.class)public void shouldNotAllowSettingNullThrowableArray()throws Exception {when(mock.add(""monkey island"")).thenThrow((Throwable[])null);}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldMixThrowablesAndReturnsOnDifferentMocks",0,"@Test public void shouldMixThrowablesAndReturnsOnDifferentMocks()throws Exception {when(mock.add(""ExceptionOne"")).thenThrow(new ExceptionOne());when(mock.getLast()).thenReturn(""last"");stubVoid(mock).toThrow(new ExceptionTwo()).on().clear();stubVoid(mockTwo).toThrow(new ExceptionThree()).on().clear();when(mockTwo.containsValue(""ExceptionFour"")).thenThrow(new ExceptionFour());when(mockTwo.get(""Are you there?"")).thenReturn(""Yes!"");assertNull(mockTwo.get(""foo""));assertTrue(mockTwo.keySet().isEmpty());assertEquals(""Yes!"",mockTwo.get(""Are you there?""));try {mockTwo.clear();fail();}catch(ExceptionThree e){}try {mockTwo.containsValue(""ExceptionFour"");fail();}catch(ExceptionFour e){}assertNull(mock.getFirst());assertEquals(""last"",mock.getLast());try {mock.add(""ExceptionOne"");fail();}catch(ExceptionOne e){}try {mock.clear();fail();}catch(ExceptionTwo e){}}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldStubbingWithThrowableBeVerifiable",0,"@Test public void shouldStubbingWithThrowableBeVerifiable(){when(mock.size()).thenThrow(new RuntimeException());stubVoid(mock).toThrow(new RuntimeException()).on().clone();try {mock.size();fail();}catch(RuntimeException e){}try {mock.clone();fail();}catch(RuntimeException e){}verify(mock).size();verify(mock).clone();verifyNoMoreInteractions(mock);}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldStubbingWithThrowableFailVerification",0,"@Test public void shouldStubbingWithThrowableFailVerification(){when(mock.size()).thenThrow(new RuntimeException());stubVoid(mock).toThrow(new RuntimeException()).on().clone();verifyZeroInteractions(mock);mock.add(""test"");try {verify(mock).size();fail();}catch(WantedButNotInvoked e){}try {verify(mock).clone();fail();}catch(WantedButNotInvoked e){}try {verifyNoMoreInteractions(mock);fail();}catch(NoInteractionsWanted e){}}"
"org.mockitousage.stubbing.StubbingWithThrowablesTest.shouldShowDecentMessageWhenExcepionIsNaughty",0,"@Test(expected=NaughtyException.class)public void shouldShowDecentMessageWhenExcepionIsNaughty()throws Exception {when(mock.add("""")).thenThrow(NaughtyException.class);mock.add("""");}"
"org.mockitousage.stubbing.StubbingConsecutiveAnswersTest.shouldReturnConsecutiveValues",0,"@Test public void shouldReturnConsecutiveValues()throws Exception {when(mock.simpleMethod()).thenReturn(""one"").thenReturn(""two"").thenReturn(""three"");assertEquals(""one"",mock.simpleMethod());assertEquals(""two"",mock.simpleMethod());assertEquals(""three"",mock.simpleMethod());assertEquals(""three"",mock.simpleMethod());assertEquals(""three"",mock.simpleMethod());}"
"org.mockitousage.stubbing.StubbingConsecutiveAnswersTest.shouldReturnConsecutiveValuesForTwoNulls",0,"@SuppressWarnings(""all"")@Test public void shouldReturnConsecutiveValuesForTwoNulls()throws Exception {when(mock.simpleMethod()).thenReturn(null,(String[])null);assertNull(mock.simpleMethod());assertNull(mock.simpleMethod());}"
"org.mockitousage.stubbing.StubbingConsecutiveAnswersTest.shouldReturnConsecutiveValuesSetByShortenThenReturnMethod",0,"@Test public void shouldReturnConsecutiveValuesSetByShortenThenReturnMethod()throws Exception {when(mock.simpleMethod()).thenReturn(""one"",""two"",""three"");assertEquals(""one"",mock.simpleMethod());assertEquals(""two"",mock.simpleMethod());assertEquals(""three"",mock.simpleMethod());assertEquals(""three"",mock.simpleMethod());assertEquals(""three"",mock.simpleMethod());}"
"org.mockitousage.stubbing.StubbingConsecutiveAnswersTest.shouldReturnConsecutiveValueAndThrowExceptionssSetByShortenReturnMethods",0,"@Test public void shouldReturnConsecutiveValueAndThrowExceptionssSetByShortenReturnMethods()throws Exception {when(mock.simpleMethod()).thenReturn(""zero"").thenReturn(""one"",""two"").thenThrow(new NullPointerException(),new RuntimeException()).thenReturn(""three"").thenThrow(new IllegalArgumentException());assertEquals(""zero"",mock.simpleMethod());assertEquals(""one"",mock.simpleMethod());assertEquals(""two"",mock.simpleMethod());try {mock.simpleMethod();fail();}catch(NullPointerException e){}try {mock.simpleMethod();fail();}catch(RuntimeException e){}assertEquals(""three"",mock.simpleMethod());try {mock.simpleMethod();fail();}catch(IllegalArgumentException e){}}"
"org.mockitousage.stubbing.StubbingConsecutiveAnswersTest.shouldThrowConsecutively",0,"@Test public void shouldThrowConsecutively()throws Exception {when(mock.simpleMethod()).thenThrow(new RuntimeException()).thenThrow(new IllegalArgumentException()).thenThrow(new NullPointerException());try {mock.simpleMethod();fail();}catch(RuntimeException e){}try {mock.simpleMethod();fail();}catch(IllegalArgumentException e){}try {mock.simpleMethod();fail();}catch(NullPointerException e){}try {mock.simpleMethod();fail();}catch(NullPointerException e){}}"
"org.mockitousage.stubbing.StubbingConsecutiveAnswersTest.shouldThrowConsecutivelySetByShortenThenThrowMethod",0,"@Test public void shouldThrowConsecutivelySetByShortenThenThrowMethod()throws Exception {when(mock.simpleMethod()).thenThrow(new RuntimeException(),new IllegalArgumentException(),new NullPointerException());try {mock.simpleMethod();fail();}catch(RuntimeException e){}try {mock.simpleMethod();fail();}catch(IllegalArgumentException e){}try {mock.simpleMethod();fail();}catch(NullPointerException e){}try {mock.simpleMethod();fail();}catch(NullPointerException e){}}"
"org.mockitousage.stubbing.StubbingConsecutiveAnswersTest.shouldMixConsecutiveReturnsWithExcepions",0,"@Test public void shouldMixConsecutiveReturnsWithExcepions()throws Exception {when(mock.simpleMethod()).thenThrow(new IllegalArgumentException()).thenReturn(""one"").thenThrow(new NullPointerException()).thenReturn(null);try {mock.simpleMethod();fail();}catch(IllegalArgumentException e){}assertEquals(""one"",mock.simpleMethod());try {mock.simpleMethod();fail();}catch(NullPointerException e){}assertEquals(null,mock.simpleMethod());assertEquals(null,mock.simpleMethod());}"
"org.mockitousage.stubbing.StubbingConsecutiveAnswersTest.shouldValidateConsecutiveException",0,"@Test(expected=MockitoException.class)public void shouldValidateConsecutiveException()throws Exception {when(mock.simpleMethod()).thenReturn(""one"").thenThrow(new Exception());}"
"org.mockitousage.stubbing.StubbingConsecutiveAnswersTest.shouldStubVoidMethodAndContinueThrowing",0,"@Test public void shouldStubVoidMethodAndContinueThrowing()throws Exception {stubVoid(mock).toThrow(new IllegalArgumentException()).toReturn().toThrow(new NullPointerException()).on().voidMethod();try {mock.voidMethod();fail();}catch(IllegalArgumentException e){}mock.voidMethod();try {mock.voidMethod();fail();}catch(NullPointerException e){}try {mock.voidMethod();fail();}catch(NullPointerException e){}}"
"org.mockitousage.stubbing.StubbingConsecutiveAnswersTest.shouldStubVoidMethod",0,"@Test public void shouldStubVoidMethod()throws Exception {stubVoid(mock).toReturn().toThrow(new NullPointerException()).toReturn().on().voidMethod();mock.voidMethod();try {mock.voidMethod();fail();}catch(NullPointerException e){}mock.voidMethod();mock.voidMethod();}"
"org.mockitousage.stubbing.StubbingConsecutiveAnswersTest.shouldValidateConsecutiveExceptionForVoidMethod",0,"@Test(expected=MockitoException.class)public void shouldValidateConsecutiveExceptionForVoidMethod()throws Exception {stubVoid(mock).toReturn().toThrow(new Exception()).on().voidMethod();}"
"org.mockitousage.stacktrace.PointingStackTraceToActualInvocationTest.shouldPointToTooManyInvocationsChunkOnError",0,"@Test public void shouldPointToTooManyInvocationsChunkOnError(){try {verify(mock,times(0)).simpleMethod(1);fail();}catch(NeverWantedButInvoked e){assertContains(""first("",e.getMessage());}}"
"org.mockitousage.stacktrace.PointingStackTraceToActualInvocationTest.shouldNotPointStackTracesToRunnersCode",0,"@Test public void shouldNotPointStackTracesToRunnersCode(){try {verify(mock,times(0)).simpleMethod(1);fail();}catch(NeverWantedButInvoked e){assertNotContains("".runners."",e.getMessage());}}"
"org.mockitousage.basicapi.UsingVarargsTest.shouldStubStringVarargs",0,"@SuppressWarnings(""deprecation"")@Test public void shouldStubStringVarargs(){when(mock.withStringVarargsReturningString(1)).thenReturn(""1"");when(mock.withStringVarargsReturningString(2,""1"",""2"",""3"")).thenReturn(""2"");RuntimeException expected=new RuntimeException();stubVoid(mock).toThrow(expected).on().withStringVarargs(3,""1"",""2"",""3"",""4"");assertEquals(""1"",mock.withStringVarargsReturningString(1));assertEquals(null,mock.withStringVarargsReturningString(2));assertEquals(""2"",mock.withStringVarargsReturningString(2,""1"",""2"",""3""));assertEquals(null,mock.withStringVarargsReturningString(2,""1"",""2""));assertEquals(null,mock.withStringVarargsReturningString(2,""1"",""2"",""3"",""4""));assertEquals(null,mock.withStringVarargsReturningString(2,""1"",""2"",""9999""));mock.withStringVarargs(3,""1"",""2"",""3"",""9999"");mock.withStringVarargs(9999,""1"",""2"",""3"",""4"");try {mock.withStringVarargs(3,""1"",""2"",""3"",""4"");fail();}catch(Exception e){assertEquals(expected,e);}}"
"org.mockitousage.basicapi.UsingVarargsTest.shouldStubBooleanVarargs",0,"@Test public void shouldStubBooleanVarargs(){when(mock.withBooleanVarargs(1)).thenReturn(true);when(mock.withBooleanVarargs(1,true,false)).thenReturn(true);assertEquals(true,mock.withBooleanVarargs(1));assertEquals(false,mock.withBooleanVarargs(9999));assertEquals(true,mock.withBooleanVarargs(1,true,false));assertEquals(false,mock.withBooleanVarargs(1,true,false,true));assertEquals(false,mock.withBooleanVarargs(2,true,false));assertEquals(false,mock.withBooleanVarargs(1,true));assertEquals(false,mock.withBooleanVarargs(1,false,false));}"
"org.mockitousage.basicapi.UsingVarargsTest.shouldVerifyStringVarargs",0,"@Test public void shouldVerifyStringVarargs(){mock.withStringVarargs(1);mock.withStringVarargs(2,""1"",""2"",""3"");mock.withStringVarargs(3,""1"",""2"",""3"",""4"");verify(mock).withStringVarargs(1);verify(mock).withStringVarargs(2,""1"",""2"",""3"");try {verify(mock).withStringVarargs(2,""1"",""2"",""79"",""4"");fail();}catch(ArgumentsAreDifferent e){}}"
"org.mockitousage.basicapi.UsingVarargsTest.shouldVerifyObjectVarargs",0,"@Test public void shouldVerifyObjectVarargs(){mock.withObjectVarargs(1);mock.withObjectVarargs(2,""1"",new ArrayList<Object>(),new Integer(1));mock.withObjectVarargs(3,new Integer(1));verify(mock).withObjectVarargs(1);verify(mock).withObjectVarargs(2,""1"",new ArrayList<Object>(),new Integer(1));try {verifyNoMoreInteractions(mock);fail();}catch(NoInteractionsWanted e){}}"
"org.mockitousage.basicapi.UsingVarargsTest.shouldVerifyBooleanVarargs",0,"@Test public void shouldVerifyBooleanVarargs(){mock.withBooleanVarargs(1);mock.withBooleanVarargs(2,true,false,true);mock.withBooleanVarargs(3,true,true,true);verify(mock).withBooleanVarargs(1);verify(mock).withBooleanVarargs(2,true,false,true);try {verify(mock).withBooleanVarargs(3,true,true,true,true);fail();}catch(ArgumentsAreDifferent e){}}"
"org.mockitousage.basicapi.UsingVarargsTest.shouldVerifyWithAnyObject",0,"@Test public void shouldVerifyWithAnyObject(){Foo foo=Mockito.mock(Foo.class);foo.varArgs("""");Mockito.verify(foo).varArgs((String[])Mockito.anyObject());Mockito.verify(foo).varArgs((String)Mockito.anyObject());}"
"org.mockitousage.basicapi.UsingVarargsTest.shouldVerifyWithNullVarArgArray",0,"@Test public void shouldVerifyWithNullVarArgArray(){Foo foo=Mockito.mock(Foo.class);foo.varArgs((String[])null);Mockito.verify(foo).varArgs((String[])Mockito.anyObject());Mockito.verify(foo).varArgs((String[])null);}"
"org.mockitousage.basicapi.UsingVarargsTest.shouldStubCorrectlyWhenMixedVarargsUsed",0,"@SuppressWarnings(""all"")@Test public void shouldStubCorrectlyWhenMixedVarargsUsed(){MixedVarargs mixedVarargs=mock(MixedVarargs.class);when(mixedVarargs.doSomething(""hello"",(String[])null)).thenReturn(""hello"");when(mixedVarargs.doSomething(""goodbye"",(String[])null)).thenReturn(""goodbye"");String result=mixedVarargs.doSomething(""hello"",(String[])null);assertEquals(""hello"",result);verify(mixedVarargs).doSomething(""hello"",(String[])null);}"
"org.mockitousage.basicapi.UsingVarargsTest.shouldStubCorrectlyWhenDoubleStringAndMixedVarargsUsed",0,"@SuppressWarnings(""all"")@Test public void shouldStubCorrectlyWhenDoubleStringAndMixedVarargsUsed(){MixedVarargs mixedVarargs=mock(MixedVarargs.class);when(mixedVarargs.doSomething(""one"",""two"",(String[])null)).thenReturn(""hello"");when(mixedVarargs.doSomething(""1"",""2"",(String[])null)).thenReturn(""goodbye"");String result=mixedVarargs.doSomething(""one"",""two"",(String[])null);assertEquals(""hello"",result);}"
"org.mockitousage.basicapi.UsingVarargsTest.shouldMatchEasilyEmptyVararg",0,"@Test public void shouldMatchEasilyEmptyVararg()throws Exception {when(mock.foo(anyVararg())).thenReturn(-1);assertEquals(-1,mock.foo());}"
"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.should_finish_stubbing_when_wrong_throwable_is_set",0,"@Test public void should_finish_stubbing_when_wrong_throwable_is_set()throws Exception {state.stubbingStarted();try {invocationContainerImpl.addAnswer(new ThrowsException(new Exception()));fail();}catch(MockitoException e){state.validateState();}}"
"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.should_finish_stubbing_on_adding_return_value",0,"@Test public void should_finish_stubbing_on_adding_return_value()throws Exception {state.stubbingStarted();invocationContainerImpl.addAnswer(new Returns(""test""));state.validateState();}"
"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.should_get_results_for_methods",0,"@Test public void should_get_results_for_methods()throws Throwable {invocationContainerImpl.setInvocationForPotentialStubbing(new InvocationMatcher(simpleMethod));invocationContainerImpl.addAnswer(new Returns(""simpleMethod""));Invocation differentMethod=new InvocationBuilder().differentMethod().toInvocation();invocationContainerImpl.setInvocationForPotentialStubbing(new InvocationMatcher(differentMethod));invocationContainerImpl.addAnswer(new ThrowsException(new MyException()));assertEquals(""simpleMethod"",invocationContainerImpl.answerTo(simpleMethod));try {invocationContainerImpl.answerTo(differentMethod);fail();}catch(MyException e){}}"
"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.should_get_results_for_methods_stub_only",0,"@Test public void should_get_results_for_methods_stub_only()throws Throwable {invocationContainerImplStubOnly.setInvocationForPotentialStubbing(new InvocationMatcher(simpleMethod));invocationContainerImplStubOnly.addAnswer(new Returns(""simpleMethod""));Invocation differentMethod=new InvocationBuilder().differentMethod().toInvocation();invocationContainerImplStubOnly.setInvocationForPotentialStubbing(new InvocationMatcher(differentMethod));invocationContainerImplStubOnly.addAnswer(new ThrowsException(new MyException()));assertEquals(""simpleMethod"",invocationContainerImplStubOnly.answerTo(simpleMethod));try {invocationContainerImplStubOnly.answerTo(differentMethod);fail();}catch(MyException e){}}"
"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.should_add_throwable_for_void_method",0,"@Test public void should_add_throwable_for_void_method()throws Throwable {invocationContainerImpl.addAnswerForVoidMethod(new ThrowsException(new MyException()));invocationContainerImpl.setMethodForStubbing(new InvocationMatcher(simpleMethod));try {invocationContainerImpl.answerTo(simpleMethod);fail();}catch(MyException e){}}"
"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.should_validate_throwable_for_void_method",0,"@Test public void should_validate_throwable_for_void_method()throws Throwable {invocationContainerImpl.addAnswerForVoidMethod(new ThrowsException(new Exception()));try {invocationContainerImpl.setMethodForStubbing(new InvocationMatcher(simpleMethod));fail();}catch(MockitoException e){}}"
"org.mockito.internal.stubbing.InvocationContainerImplStubbingTest.should_validate_throwable",0,"@Test public void should_validate_throwable()throws Throwable {try {invocationContainerImpl.addAnswer(new ThrowsException(null));fail();}catch(MockitoException e){}}"
"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.should_print_to_system_out",0,"@Test public void should_print_to_system_out(){assertThat(new VerboseMockInvocationLogger().printStream).isSameAs(System.out);}"
"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.should_print_invocation_with_return_value",0,"@Test public void should_print_invocation_with_return_value(){listener.reportInvocation(new NotifiedMethodInvocationReport(invocation,""return value""));assertThat(printed()).contains(invocation.toString()).contains(invocation.getLocation().toString()).contains(""return value"");}"
"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.should_print_invocation_with_exception",0,"@Test public void should_print_invocation_with_exception(){listener.reportInvocation(new NotifiedMethodInvocationReport(invocation,new ThirdPartyException()));assertThat(printed()).contains(invocation.toString()).contains(invocation.getLocation().toString()).contains(ThirdPartyException.class.getName());}"
"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.should_print_if_method_has_not_been_stubbed",0,"@Test public void should_print_if_method_has_not_been_stubbed()throws Exception {listener.reportInvocation(new NotifiedMethodInvocationReport(invocation,""whatever""));assertThat(printed()).doesNotContain(""stubbed"");}"
"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.should_print_stubbed_info_if_availbable",0,"@Test public void should_print_stubbed_info_if_availbable()throws Exception {invocation.markStubbed(new StubInfoImpl(stubbedInvocation));listener.reportInvocation(new NotifiedMethodInvocationReport(invocation,""whatever""));assertThat(printed()).contains(""stubbed"").contains(stubbedInvocation.getLocation().toString());}"
"org.mockito.internal.debugging.VerboseMockInvocationLoggerTest.should_log_count_of_interactions",0,"@Test public void should_log_count_of_interactions(){listener.reportInvocation(new NotifiedMethodInvocationReport(invocation,new ThirdPartyException()));assertThat(printed()).contains(""#1"");listener.reportInvocation(new NotifiedMethodInvocationReport(invocation,new ThirdPartyException()));assertThat(printed()).contains(""#2"");listener.reportInvocation(new NotifiedMethodInvocationReport(invocation,new ThirdPartyException()));assertThat(printed()).contains(""#3"");}"
"org.mockitousage.annotation.CaptorAnnotationTest.testMe",0,"void testMe(String simple,List<List<String>> genericList);"
"org.mockitousage.annotation.CaptorAnnotationTest.testNormalUsage",0,"@Test public void testNormalUsage(){MockitoAnnotations.initMocks(this);assertNotNull(finalCaptor);assertNotNull(genericsCaptor);assertNotNull(nonGenericCaptorIsAllowed);assertNull(notAMock);String argForFinalCaptor=""Hello"";ArrayList<List<String>> argForGenericsCaptor=new ArrayList<List<String>>();mockInterface.testMe(argForFinalCaptor,argForGenericsCaptor);Mockito.verify(mockInterface).testMe(finalCaptor.capture(),genericsCaptor.capture());assertEquals(argForFinalCaptor,finalCaptor.getValue());assertEquals(argForGenericsCaptor,genericsCaptor.getValue());}"
"org.mockitousage.annotation.CaptorAnnotationTest.shouldScreamWhenWrongTypeForCaptor",0,"@Test public void shouldScreamWhenWrongTypeForCaptor(){try {MockitoAnnotations.initMocks(new WrongType());fail();}catch(MockitoException e){}}"
"org.mockitousage.annotation.CaptorAnnotationTest.shouldScreamWhenMoreThanOneMockitoAnnotaton",0,"@Test public void shouldScreamWhenMoreThanOneMockitoAnnotaton(){try {MockitoAnnotations.initMocks(new ToManyAnnotations());fail();}catch(MockitoException e){assertContains(""missingGenericsField"",e.getMessage());assertContains(""multiple Mockito annotations"",e.getMessage());}}"
"org.mockitousage.annotation.CaptorAnnotationTest.shouldScreamWhenInitializingCaptorsForNullClass",0,"@Test public void shouldScreamWhenInitializingCaptorsForNullClass()throws Exception {try {MockitoAnnotations.initMocks(null);fail();}catch(MockitoException e){}}"
"org.mockitousage.annotation.CaptorAnnotationTest.shouldLookForAnnotatedCaptorsInSuperClasses",0,"@Test public void shouldLookForAnnotatedCaptorsInSuperClasses()throws Exception {Sub sub=new Sub();MockitoAnnotations.initMocks(sub);assertNotNull(sub.getCaptor());assertNotNull(sub.getBaseCaptor());assertNotNull(sub.getSuperBaseCaptor());}"
"org.mockito.internal.verification.checkers.AtLeastXNumberOfInvocationsCheckerTest.shouldMarkActualInvocationsAsVerified",0,"@Test public void shouldMarkActualInvocationsAsVerified(){AtLeastXNumberOfInvocationsChecker c=new AtLeastXNumberOfInvocationsChecker();c.invocationMarker=Mockito.mock(InvocationMarker.class);Invocation invocation=new InvocationBuilder().simpleMethod().toInvocation();Invocation invocationTwo=new InvocationBuilder().differentMethod().toInvocation();c.check(asList(invocation,invocationTwo),new InvocationMatcher(invocation),1);Mockito.verify(c.invocationMarker).markVerified(eq(asList(invocation)),any(CapturesArgumensFromInvocation.class));}"
"org.mockitousage.annotation.DeprecatedMockAnnotationTest.shouldCreateMockForDeprecatedMockAnnotation",0,"@Test public void shouldCreateMockForDeprecatedMockAnnotation()throws Exception {assertNotNull(deprecatedMock);}"
"org.mockitousage.annotation.DeprecatedMockAnnotationTest.shouldInjectDeprecatedMockAnnotation",0,"@Test public void shouldInjectDeprecatedMockAnnotation()throws Exception {assertNotNull(anInjectedObject.aFieldAwaitingInjection);}"
"org.mockitousage.matchers.GenericMatchersTest.shouldCompile",0,"@SuppressWarnings(""unchecked"")@Test public void shouldCompile(){when(sorter.convertDate(new Date())).thenReturn(""one"");when(sorter.convertDate((Date)anyObject())).thenReturn(""two"");when(sorter.sort(anyList())).thenReturn(null);}"
"org.mockitousage.debugging.InvocationListenerCallbackTest.should_call_single_listener_when_mock_return_normally",0,"@Test public void should_call_single_listener_when_mock_return_normally()throws Exception {Foo foo=mock(Foo.class,withSettings().invocationListeners(listener1));willReturn(""basil"").given(foo).giveMeSomeString(""herb"");foo.giveMeSomeString(""herb"");assertThatHasBeenNotified(listener1,""basil"",getClass().getSimpleName());}"
"org.mockitousage.debugging.InvocationListenerCallbackTest.should_call_all_listener_when_mock_return_normally",0,"@Test public void should_call_all_listener_when_mock_return_normally()throws Exception {Foo foo=mock(Foo.class,withSettings().invocationListeners(listener1,listener2));given(foo.giveMeSomeString(""herb"")).willReturn(""rosemary"");foo.giveMeSomeString(""herb"");assertThatHasBeenNotified(listener1,""rosemary"",getClass().getSimpleName());assertThatHasBeenNotified(listener2,""rosemary"",getClass().getSimpleName());}"
